C_umolL, depth_cm
1.0798349460626468, -6.699291827713754
1.982844419948151, -4.449338395530713
0.5874402802594432, -2.937261393679691
-0.8105355589123064, -1.562616012221138
3.491060443641345, 0.0672516838345274
8.50753991782608, 1.8592549904438798
14.936494717793494, 3.051465480093171
19.94787977776332, 4.571223291067923
30.654310488367855, 6.104323764749044
52.74786491489908, 7.5055218030991
66.5203287421989, 8.042071208237218
84.09360854537749, 8.807628426183925
100.95864231082987, 9.765754501447024
112.80215117263515, 10.47373700120707
124.16760151079097, 11.598925899951535
109.61789736467517, 12.851396125330645
170.7635843829437, 14.636704196027814
158.2361722332928, 14.697572114564188
184.83084913575067, 15.710920214903865
203.59191120699165, 16.54949998244833
215.9518418174382, 17.682748505732484
230.9319178310684, 19.352031292689418
252.31623361067, 20.892753152536855
265.4231104395533, 21.365488001456598
281.9564635503009, 22.351177208889425
297.9297348028924, 23.839081607169618
308.63846289836897, 25.49495432840134
319.6322724539109, 27.16908543017861
339.02597259806635, 28.846771649321738
351.43329105765997, 29.97634435681097
368.54645953393333, 31.51437700720797
387.0818806925022, 32.97511877265131
398.4977575672583, 34.379785145199186
397.817285883953, 36.05661550275424
409.9407915885595, 37.23572942909153
