C_umolL, depth_cm
163.19015069193938, -7.226117783406568
163.2076169297169, -5.651536447768358
162.65084229740717, -4.629347863734196
161.24795952668103, -3.060675427835317
154.44597263829974, -1.6747331744388418
148.20074800141106, -1.3120956357415139
139.68314818701003, -0.9423936027852307
134.57331788223667, -0.6548003973958316
129.46262268895157, -0.44517689131805227
123.21433379982113, -0.35878169220637446
116.96654633378489, -0.22718320116250368
110.71820173097728, -0.14581059004329333
104.47002426920119, -0.04937021494668059
72.09391507530108, 0.5234220995352565
68.11963563154507, 0.7500820521669915
61.644980932330554, 0.9157681468972676
24.955798564042198, 1.902218609560311
15.298204059615273, 1.9322427101608675
28.36519703546753, 1.966960688058876
10.196632644216834, 2.964374792719216
8.289074338738601, 5.130427288799371
11.368140051235514, 6.1449241619566415
10.530942563781991, 7.494703198140268
4.014197321443589, 8.987468998926158
5.7361319811284375, 10.573613509273432
9.444971569337667, 12.025261422479453
7.524604689489365, 18.15816310776628
7.857076057709492, 22.522746109435946
9.579492242746596, 24.152300130289536
10.447084194101876, 25.542582014853107
11.600468737862798, 27.08935526139825
11.332857375424396, 28.57190178095821
6.804965050535543, 30.105782186196574
4.833169803897931, 31.602416605437558
6.839540029995533, 33.222716584521336
7.139326040971355, 34.64071463061072
5.735694230808349, 36.141861161277546
5.181371000291961, 37.38504361698023
