C_umolL, depth_cm
33.649547037832235, -7.349990511087087
0.06806534336828918, -5.999407037922698
23.46432392302995, -3.863897628805562
80.47868522408135, -2.9687424017946604
137.67157403141573, -1.5362193808752451
172.19604716931462, -0.0483986092921036
195.40920061432735, 1.5359643445342464
275.42156682718087, 3.3678854404048337
366.5529923415397, 4.524560575976885
457.77597042322304, 5.956808939194328
549.0294660273466, 7.480915044960238
663.0404884664349, 9.217948008303935
765.6031675368758, 10.639081889848232
788.72934604293, 11.961650277411465
770.5317474111525, 14.092902492148028
755.688024495681, 14.938115793683664
790.2445410321416, 16.522387194942695
813.5217812742831, 18.299651408120823
836.5802108805183, 19.418295607226455
848.5569142876993, 21.32455840501492
860.3051431768708, 22.543112903590554
860.8086822971527, 24.0587656556402
861.284755647237, 25.491746439396238
839.1821348438643, 27.25008673690848
820.8246243944941, 28.9000043806911
908.1657736216366, 30.029152711021055
988.0850613910443, 31.580907692118828
935.6498543323178, 33.087801915227814
932.3203926339665, 34.44732702246752
955.5198131938796, 35.990353992147064
914.33438215778, 37.21545958554011
